product_id,title,description,category,brand,price,rating,color,material
P0151,"Johnson & Johnson Durable Monthly Disposables","Durable contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Johnson & Johnson,7131,3.9,Grey,Ultem
P0152,"CooperVision Modern Toric Lenses","Daily disposable toric lenses for maximum hygiene and comfort. UV block.",Contact Lenses,CooperVision,1523,3.4,Tortoise,Acetate
P0153,"Ray-Ban Trendy Round Sunglasses","Make a statement with these Trendy Ray-Ban sunglasses. Ideal for outdoor sports.",Sunglasses,Ray-Ban,9996,3.3,Blue,Metal
P0154,"Aqualens Matte Toric Lenses","Breathable lenses perfect for sports. Keeps eyes hydrated all day.",Contact Lenses,Aqualens,3656,4.3,Blue,Titanium
P0155,"John Jacobs Classic Sports Sunglasses","Classic shades designed for outdoor sports. Comes with polarized lenses.",Sunglasses,John Jacobs,5364,3.9,Rose Gold,Stainless Steel
P0156,"CooperVision Premium Daily Disposables","Breathable lenses perfect for occasional use. Keeps eyes hydrated all day.",Contact Lenses,CooperVision,9087,4.8,Grey,Polycarbonate
P0157,"Carrera Durable Aviators","Make a statement with these Durable Carrera sunglasses. Ideal for casual outings.",Sunglasses,Carrera,5245,3.6,Black,Stainless Steel
P0158,"Lenskart Blu Retro Computer Glasses","Block harmful blue light with these Retro computer glasses. Reduces eye strain.",Computer Glasses,Lenskart Blu,8177,4.7,Black,Stainless Steel
P0159,"John Jacobs Lightweight Blue Cut Aviators","Work comfortably for hours with these blue cut aviators. Zero power, anti-glare lenses.",Computer Glasses,John Jacobs,2400,4.9,Gunmetal,Titanium
P0160,"Ray-Ban Flexible Geometric Glasses","Flexible frames that fit perfectly. Great for fashion styling.",Eyeglasses,Ray-Ban,9607,4.9,Grey,Polycarbonate
P0161,"Aqualens Classic Daily Disposables","Breathable lenses perfect for sports. Keeps eyes hydrated all day.",Contact Lenses,Aqualens,5824,3.6,Blue,Stainless Steel
P0162,"John Jacobs Lightweight Cat-Eye Sunglasses","Make a statement with these Lightweight John Jacobs sunglasses. Ideal for outdoor sports.",Sunglasses,John Jacobs,3255,4.6,Silver,Ultem
P0163,"John Jacobs Modern Rectangular Glasses","Minimalist rectangular glasses crafted from Ultem. Designed for screen work.",Eyeglasses,John Jacobs,6933,3.7,Transparent,Ultem
P0164,"Lenskart Air Durable Zero Power Wayfarers","Block harmful blue light with these Durable zero power wayfarers. Reduces eye strain.",Computer Glasses,Lenskart Air,8616,3.3,Rose Gold,Acetate
P0165,"Lenskart Blu Trendy Gaming Glasses","Block harmful blue light with these Trendy gaming glasses. Reduces eye strain.",Computer Glasses,Lenskart Blu,4360,4.8,Gunmetal,Stainless Steel
P0166,"Vincent Chase Lightweight Zero Power Wayfarers","Work comfortably for hours with these zero power wayfarers. Zero power, anti-glare lenses.",Computer Glasses,Vincent Chase,6158,4.6,Silver,Metal
P0167,"Fastrack Durable Cat-Eye Frames","Sophisticated cat-eye frames for a professional look. Features flexible hinges.",Eyeglasses,Fastrack,4521,5.0,Transparent,Stainless Steel
P0168,"Fastrack Flexible Geometric Glasses","Sophisticated geometric glasses for a professional look. Features adjustable nose pads.",Eyeglasses,Fastrack,8337,4.4,Gold,Metal
P0169,"CooperVision Flexible Toric Lenses","Breathable lenses perfect for occasional use. Keeps eyes hydrated all day.",Contact Lenses,CooperVision,4563,3.2,Gold,Acetate
P0170,"Lenskart Air Trendy Gaming Glasses","Perfect for coding. These glasses feature yellow tint and a Trendy frame.",Computer Glasses,Lenskart Air,5654,4.5,Tortoise,Stainless Steel
P0171,"Alcon Lightweight Toric Lenses","Daily disposable toric lenses for maximum hygiene and comfort. oxygen permeability.",Contact Lenses,Alcon,2415,4.2,Rose Gold,TR90
P0172,"John Jacobs Stylish Gaming Glasses","Block harmful blue light with these Stylish gaming glasses. Reduces eye strain.",Computer Glasses,John Jacobs,4931,3.7,Silver,Acetate
P0173,"Lenskart Blu Trendy Gaming Glasses","Block harmful blue light with these Trendy gaming glasses. Reduces eye strain.",Computer Glasses,Lenskart Blu,5186,3.7,Blue,Metal
P0174,"Johnson & Johnson Lightweight Toric Lenses","Daily disposable toric lenses for maximum hygiene and comfort. high water content.",Contact Lenses,Johnson & Johnson,7369,5.0,Gold,TR90
P0175,"Vincent Chase Classic Gaming Glasses","Work comfortably for hours with these gaming glasses. Zero power, anti-glare lenses.",Computer Glasses,Vincent Chase,2313,3.1,Brown,Ultem
P0176,"Fossil Flexible Round Sunglasses","Protect your eyes in style with these Flexible round sunglasses. Features UV400 protection.",Sunglasses,Fossil,7842,4.6,Black,Polycarbonate
P0177,"Lenskart Air Classic Cat-Eye Frames","Minimalist cat-eye frames crafted from Metal. Designed for fashion styling.",Eyeglasses,Lenskart Air,4321,4.6,Black,Metal
P0178,"Ray-Ban Lightweight Rimless Glasses","Experience all-day comfort with these Lightweight rimless glasses. Made from lightweight Polycarbonate.",Eyeglasses,Ray-Ban,1156,4.3,Gold,Polycarbonate
P0179,"Lenskart Air Modern Computer Glasses","Perfect for gaming. These glasses feature shock resistance and a Modern frame.",Computer Glasses,Lenskart Air,8892,3.0,Blue,Ultem
P0180,"John Jacobs Premium Zero Power Wayfarers","Perfect for coding. These glasses feature yellow tint and a Premium frame.",Computer Glasses,John Jacobs,1698,4.3,Gunmetal,Stainless Steel
P0181,"Johnson & Johnson Classic Daily Disposables","Breathable lenses perfect for daily wear. Keeps eyes hydrated all day.",Contact Lenses,Johnson & Johnson,7838,3.1,Gunmetal,TR90
P0182,"Johnson & Johnson Flexible Colored Lenses","Flexible contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Johnson & Johnson,2956,3.2,Transparent,Titanium
P0183,"Lenskart Air Premium Gaming Glasses","Work comfortably for hours with these gaming glasses. Zero power, anti-glare lenses.",Computer Glasses,Lenskart Air,9665,3.7,Black,Acetate
P0184,"Lenskart Air Premium Computer Glasses","Perfect for gaming. These glasses feature yellow tint and a Premium frame.",Computer Glasses,Lenskart Air,3061,4.4,Gunmetal,Stainless Steel
P0185,"Oakley Modern Wayfarers","Make a statement with these Modern Oakley sunglasses. Ideal for fashion statements.",Sunglasses,Oakley,5158,3.9,Tortoise,Metal
P0186,"Fossil Stylish Wayfarers","Protect your eyes in style with these Stylish wayfarers. Features UV400 protection.",Sunglasses,Fossil,4727,3.8,Gold,Polycarbonate
P0187,"Fossil Flexible Round Sunglasses","Protect your eyes in style with these Flexible round sunglasses. Features UV400 protection.",Sunglasses,Fossil,6006,4.4,Gold,Stainless Steel
P0188,"Fossil Flexible Cat-Eye Sunglasses","Classic cat-eye sunglasses with a Flexible finish. Perfect for sunny days and driving.",Sunglasses,Fossil,8656,3.7,Silver,Polycarbonate
P0189,"Fossil Premium Rectangular Shades","Make a statement with these Premium Fossil sunglasses. Ideal for beach vacations.",Sunglasses,Fossil,9603,4.8,Rose Gold,Ultem
P0190,"Fossil Trendy Round Sunglasses","Protect your eyes in style with these Trendy round sunglasses. Features UV400 protection.",Sunglasses,Fossil,9822,3.2,Rose Gold,Acetate
P0191,"Vincent Chase Flexible Computer Glasses","Work comfortably for hours with these computer glasses. Zero power, anti-glare lenses.",Computer Glasses,Vincent Chase,5479,4.1,Rose Gold,Stainless Steel
P0192,"Titan Modern Cat-Eye Frames","Minimalist cat-eye frames crafted from Polycarbonate. Designed for fashion styling.",Eyeglasses,Titan,4732,3.9,Rose Gold,Polycarbonate
P0193,"Alcon Lightweight Toric Lenses","Lightweight contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Alcon,2128,4.7,Rose Gold,Ultem
P0194,"Vincent Chase Lightweight Rectangular Shades","Lightweight shades designed for outdoor sports. Comes with polarized lenses.",Sunglasses,Vincent Chase,8924,4.9,Tortoise,TR90
P0195,"Vincent Chase Retro Computer Glasses","Block harmful blue light with these Retro computer glasses. Reduces eye strain.",Computer Glasses,Vincent Chase,8782,4.7,Gunmetal,Titanium
P0196,"Alcon Stylish Monthly Disposables","Daily disposable monthly disposables for maximum hygiene and comfort. high water content.",Contact Lenses,Alcon,9443,3.1,Black,Acetate
P0197,"Lenskart Air Classic Zero Power Wayfarers","Perfect for late-night work. These glasses feature shock resistance and a Classic frame.",Computer Glasses,Lenskart Air,2540,3.1,Gold,Acetate
P0198,"Johnson & Johnson Classic Toric Lenses","Breathable lenses perfect for occasional use. Keeps eyes hydrated all day.",Contact Lenses,Johnson & Johnson,2207,3.1,Gunmetal,Ultem
P0199,"John Jacobs Trendy Round Frames","Minimalist round frames crafted from Titanium. Designed for daily office wear.",Eyeglasses,John Jacobs,7463,4.7,Silver,Titanium
P0200,"John Jacobs Premium Computer Glasses","Perfect for gaming. These glasses feature shock resistance and a Premium frame.",Computer Glasses,John Jacobs,9528,4.2,Brown,Metal
P0201,"John Jacobs Stylish Computer Glasses","Work comfortably for hours with these computer glasses. Zero power, anti-glare lenses.",Computer Glasses,John Jacobs,4763,3.8,Silver,TR90
P0202,"Fossil Modern Round Sunglasses","Protect your eyes in style with these Modern round sunglasses. Features UV400 protection.",Sunglasses,Fossil,6683,4.8,Black,Titanium
P0203,"Bausch & Lomb Trendy Daily Disposables","Daily disposable daily disposables for maximum hygiene and comfort. oxygen permeability.",Contact Lenses,Bausch & Lomb,3673,3.5,Gunmetal,Polycarbonate
P0204,"Oakley Stylish Cat-Eye Sunglasses","Protect your eyes in style with these Stylish cat-eye sunglasses. Features UV400 protection.",Sunglasses,Oakley,2063,4.3,Gunmetal,TR90
P0205,"Ray-Ban Durable Half-Rim Frames","Minimalist half-rim frames crafted from Acetate. Designed for reading.",Eyeglasses,Ray-Ban,5155,4.6,Gold,Acetate
P0206,"Lenskart Blu Stylish Computer Glasses","Block harmful blue light with these Stylish computer glasses. Reduces eye strain.",Computer Glasses,Lenskart Blu,2224,3.7,Brown,Polycarbonate
P0207,"Ray-Ban Flexible Geometric Glasses","Flexible frames that fit perfectly. Great for daily office wear.",Eyeglasses,Ray-Ban,8624,4.5,Black,Ultem
P0208,"Ray-Ban Lightweight Rectangular Glasses","Lightweight frames that fit perfectly. Great for screen work.",Eyeglasses,Ray-Ban,5055,4.7,Tortoise,TR90
P0209,"John Jacobs Flexible Computer Glasses","Work comfortably for hours with these computer glasses. Zero power, anti-glare lenses.",Computer Glasses,John Jacobs,8227,4.3,Blue,Metal
P0210,"Vincent Chase Modern Half-Rim Frames","Sophisticated half-rim frames for a professional look. Features hypoallergenic material.",Eyeglasses,Vincent Chase,3594,4.5,Transparent,Metal
P0211,"John Jacobs Lightweight Half-Rim Frames","Experience all-day comfort with these Lightweight half-rim frames. Made from lightweight Acetate.",Eyeglasses,John Jacobs,1587,3.9,Rose Gold,Acetate
P0212,"Vogue Matte Aviators","Protect your eyes in style with these Matte aviators. Features UV400 protection.",Sunglasses,Vogue,645,4.6,Grey,Stainless Steel
P0213,"Vogue Stylish Aviators","Stylish shades designed for driving. Comes with polarized lenses.",Sunglasses,Vogue,1423,4.2,Black,Metal
P0214,"Oakley Retro Rectangular Shades","Classic rectangular shades with a Retro finish. Perfect for sunny days and driving.",Sunglasses,Oakley,9118,3.9,Brown,Polycarbonate
P0215,"Johnson & Johnson Retro Toric Lenses","Daily disposable toric lenses for maximum hygiene and comfort. oxygen permeability.",Contact Lenses,Johnson & Johnson,7381,3.6,Gunmetal,Ultem
P0216,"Vincent Chase Stylish Aviators","Make a statement with these Stylish Vincent Chase sunglasses. Ideal for outdoor sports.",Sunglasses,Vincent Chase,8852,3.5,Grey,TR90
P0217,"Lenskart Blu Retro Computer Glasses","Work comfortably for hours with these computer glasses. Zero power, anti-glare lenses.",Computer Glasses,Lenskart Blu,3733,4.9,Silver,Acetate
P0218,"Aqualens Classic Toric Lenses","Daily disposable toric lenses for maximum hygiene and comfort. oxygen permeability.",Contact Lenses,Aqualens,6638,3.3,Gunmetal,Stainless Steel
P0219,"Lenskart Blu Stylish Computer Glasses","Block harmful blue light with these Stylish computer glasses. Reduces eye strain.",Computer Glasses,Lenskart Blu,1412,4.6,Gunmetal,TR90
P0220,"John Jacobs Modern Zero Power Wayfarers","Work comfortably for hours with these zero power wayfarers. Zero power, anti-glare lenses.",Computer Glasses,John Jacobs,8300,4.7,Silver,Polycarbonate
P0221,"Lenskart Air Modern Computer Glasses","Block harmful blue light with these Modern computer glasses. Reduces eye strain.",Computer Glasses,Lenskart Air,5546,4.4,Gunmetal,Metal
P0222,"Ray-Ban Durable Geometric Glasses","Sophisticated geometric glasses for a professional look. Features hypoallergenic material.",Eyeglasses,Ray-Ban,1554,4.4,Tortoise,Stainless Steel
P0223,"Lenskart Blu Trendy Zero Power Wayfarers","Perfect for late-night work. These glasses feature anti-glare coating and a Trendy frame.",Computer Glasses,Lenskart Blu,6313,4.5,Gold,TR90
P0224,"Fossil Stylish Wayfarers","Stylish shades designed for outdoor sports. Comes with polarized lenses.",Sunglasses,Fossil,3992,3.1,Blue,Ultem
P0225,"Lenskart Air Lightweight Blue Cut Aviators","Work comfortably for hours with these blue cut aviators. Zero power, anti-glare lenses.",Computer Glasses,Lenskart Air,4009,4.6,Black,Titanium
P0226,"Oakley Premium Cat-Eye Sunglasses","Make a statement with these Premium Oakley sunglasses. Ideal for outdoor sports.",Sunglasses,Oakley,8871,3.3,Blue,Ultem
P0227,"John Jacobs Stylish Round Sunglasses","Make a statement with these Stylish John Jacobs sunglasses. Ideal for fashion statements.",Sunglasses,John Jacobs,6740,3.4,Grey,Metal
P0228,"CooperVision Premium Monthly Disposables","Daily disposable monthly disposables for maximum hygiene and comfort. oxygen permeability.",Contact Lenses,CooperVision,1388,3.8,Blue,Acetate
P0229,"John Jacobs Durable Aviators","Durable shades designed for driving. Comes with polarized lenses.",Sunglasses,John Jacobs,1821,3.7,Gunmetal,Acetate
P0230,"Bausch & Lomb Retro Toric Lenses","Daily disposable toric lenses for maximum hygiene and comfort. UV block.",Contact Lenses,Bausch & Lomb,2040,3.3,Tortoise,Polycarbonate
P0231,"Lenskart Air Durable Computer Glasses","Work comfortably for hours with these computer glasses. Zero power, anti-glare lenses.",Computer Glasses,Lenskart Air,2476,4.5,Rose Gold,Titanium
P0232,"Ray-Ban Trendy Cat-Eye Sunglasses","Classic cat-eye sunglasses with a Trendy finish. Perfect for sunny days and driving.",Sunglasses,Ray-Ban,6896,3.8,Transparent,Ultem
P0233,"John Jacobs Lightweight Cat-Eye Frames","Sophisticated cat-eye frames for a professional look. Features adjustable nose pads.",Eyeglasses,John Jacobs,9186,3.3,Grey,Ultem
P0234,"Lenskart Air Durable Zero Power Wayfarers","Block harmful blue light with these Durable zero power wayfarers. Reduces eye strain.",Computer Glasses,Lenskart Air,7221,3.4,Transparent,Titanium
P0235,"Lenskart Blu Stylish Zero Power Wayfarers","Perfect for coding. These glasses feature shock resistance and a Stylish frame.",Computer Glasses,Lenskart Blu,684,3.5,Blue,Ultem
P0236,"Aqualens Lightweight Toric Lenses","Lightweight contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Aqualens,5249,3.2,Silver,Metal
P0237,"Lenskart Blu Modern Gaming Glasses","Block harmful blue light with these Modern gaming glasses. Reduces eye strain.",Computer Glasses,Lenskart Blu,2296,3.9,Black,Stainless Steel
P0238,"Aqualens Retro Toric Lenses","Breathable lenses perfect for daily wear. Keeps eyes hydrated all day.",Contact Lenses,Aqualens,4281,4.3,Silver,TR90
P0239,"Oakley Matte Clubmasters","Classic clubmasters with a Matte finish. Perfect for sunny days and driving.",Sunglasses,Oakley,4223,4.0,Grey,Polycarbonate
P0240,"Lenskart Air Trendy Computer Glasses","Perfect for coding. These glasses feature yellow tint and a Trendy frame.",Computer Glasses,Lenskart Air,4488,4.0,Brown,Titanium
P0241,"Fastrack Stylish Cat-Eye Frames","Stylish frames that fit perfectly. Great for daily office wear.",Eyeglasses,Fastrack,2847,4.9,Tortoise,TR90
P0242,"John Jacobs Durable Blue Cut Aviators","Perfect for gaming. These glasses feature blue light filter and a Durable frame.",Computer Glasses,John Jacobs,5258,3.1,Blue,Stainless Steel
P0243,"Lenskart Blu Modern Gaming Glasses","Perfect for coding. These glasses feature blue light filter and a Modern frame.",Computer Glasses,Lenskart Blu,949,3.2,Grey,Polycarbonate
P0244,"Bausch & Lomb Matte Colored Lenses","Matte contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Bausch & Lomb,755,4.8,Silver,Acetate
P0245,"Fossil Matte Cat-Eye Sunglasses","Classic cat-eye sunglasses with a Matte finish. Perfect for sunny days and driving.",Sunglasses,Fossil,3194,5.0,Black,Metal
P0246,"Fastrack Premium Rimless Glasses","Minimalist rimless glasses crafted from Metal. Designed for fashion styling.",Eyeglasses,Fastrack,5841,3.2,Gunmetal,Metal
P0247,"Lenskart Blu Classic Computer Glasses","Work comfortably for hours with these computer glasses. Zero power, anti-glare lenses.",Computer Glasses,Lenskart Blu,5701,3.2,Gunmetal,Ultem
P0248,"Lenskart Blu Trendy Blue Cut Aviators","Work comfortably for hours with these blue cut aviators. Zero power, anti-glare lenses.",Computer Glasses,Lenskart Blu,6123,3.0,Brown,TR90
P0249,"John Jacobs Lightweight Cat-Eye Frames","Experience all-day comfort with these Lightweight cat-eye frames. Made from lightweight Acetate.",Eyeglasses,John Jacobs,4091,3.9,Brown,Acetate
P0250,"John Jacobs Matte Gaming Glasses","Perfect for coding. These glasses feature shock resistance and a Matte frame.",Computer Glasses,John Jacobs,2591,5.0,Transparent,Acetate
P0251,"Ray-Ban Lightweight Cat-Eye Frames","Sophisticated cat-eye frames for a professional look. Features adjustable nose pads.",Eyeglasses,Ray-Ban,2386,4.1,Grey,Titanium
P0252,"Ray-Ban Flexible Sports Sunglasses","Flexible shades designed for outdoor sports. Comes with polarized lenses.",Sunglasses,Ray-Ban,8073,3.8,Gunmetal,Polycarbonate
P0253,"Lenskart Air Lightweight Half-Rim Frames","Sophisticated half-rim frames for a professional look. Features flexible hinges.",Eyeglasses,Lenskart Air,9686,3.4,Transparent,Polycarbonate
P0254,"Fastrack Matte Rectangular Glasses","Minimalist rectangular glasses crafted from Ultem. Designed for fashion styling.",Eyeglasses,Fastrack,7144,3.9,Gunmetal,Ultem
P0255,"CooperVision Flexible Monthly Disposables","Flexible contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,CooperVision,2984,3.1,Grey,Acetate
P0256,"Vincent Chase Classic Computer Glasses","Work comfortably for hours with these computer glasses. Zero power, anti-glare lenses.",Computer Glasses,Vincent Chase,1310,4.9,Silver,Titanium
P0257,"Fossil Trendy Sports Sunglasses","Trendy shades designed for driving. Comes with polarized lenses.",Sunglasses,Fossil,3542,3.9,Grey,Stainless Steel
P0258,"Vincent Chase Trendy Zero Power Wayfarers","Perfect for coding. These glasses feature anti-glare coating and a Trendy frame.",Computer Glasses,Vincent Chase,8538,4.9,Rose Gold,Ultem
P0259,"Lenskart Air Modern Cat-Eye Frames","Experience all-day comfort with these Modern cat-eye frames. Made from lightweight Metal.",Eyeglasses,Lenskart Air,8446,3.4,Black,Metal
P0260,"Vincent Chase Flexible Zero Power Wayfarers","Perfect for coding. These glasses feature anti-glare coating and a Flexible frame.",Computer Glasses,Vincent Chase,7257,4.0,Grey,Polycarbonate
P0261,"Johnson & Johnson Lightweight Daily Disposables","Lightweight contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Johnson & Johnson,3596,4.1,Tortoise,Metal
P0262,"Vincent Chase Lightweight Clubmasters","Lightweight shades designed for fashion statements. Comes with polarized lenses.",Sunglasses,Vincent Chase,739,4.7,Gunmetal,Acetate
P0263,"John Jacobs Durable Clubmasters","Durable shades designed for driving. Comes with polarized lenses.",Sunglasses,John Jacobs,5029,4.6,Transparent,Acetate
P0264,"Lenskart Air Retro Zero Power Wayfarers","Work comfortably for hours with these zero power wayfarers. Zero power, anti-glare lenses.",Computer Glasses,Lenskart Air,9144,4.3,Tortoise,Polycarbonate
P0265,"Vincent Chase Durable Computer Glasses","Block harmful blue light with these Durable computer glasses. Reduces eye strain.",Computer Glasses,Vincent Chase,7864,4.4,Gunmetal,Titanium
P0266,"CooperVision Lightweight Colored Lenses","Daily disposable colored lenses for maximum hygiene and comfort. UV block.",Contact Lenses,CooperVision,3576,4.9,Gold,Metal
P0267,"John Jacobs Classic Cat-Eye Sunglasses","Classic cat-eye sunglasses with a Classic finish. Perfect for sunny days and driving.",Sunglasses,John Jacobs,5880,4.3,Brown,Polycarbonate
P0268,"Titan Classic Round Frames","Minimalist round frames crafted from Polycarbonate. Designed for screen work.",Eyeglasses,Titan,3917,3.1,Gunmetal,Polycarbonate
P0269,"Titan Retro Round Frames","Sophisticated round frames for a professional look. Features hypoallergenic material.",Eyeglasses,Titan,9106,4.7,Brown,Metal
P0270,"Vincent Chase Retro Rimless Glasses","Retro frames that fit perfectly. Great for daily office wear.",Eyeglasses,Vincent Chase,4791,4.8,Blue,TR90
P0271,"Titan Retro Round Frames","Experience all-day comfort with these Retro round frames. Made from lightweight Acetate.",Eyeglasses,Titan,6570,4.0,Blue,Acetate
P0272,"Vogue Matte Clubmasters","Matte shades designed for beach vacations. Comes with polarized lenses.",Sunglasses,Vogue,1588,3.3,Gunmetal,Ultem
P0273,"Johnson & Johnson Classic Monthly Disposables","Classic contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Johnson & Johnson,9615,4.1,Grey,Ultem
P0274,"Titan Durable Geometric Glasses","Experience all-day comfort with these Durable geometric glasses. Made from lightweight Ultem.",Eyeglasses,Titan,1851,4.5,Gold,Ultem
P0275,"John Jacobs Matte Computer Glasses","Perfect for late-night work. These glasses feature blue light filter and a Matte frame.",Computer Glasses,John Jacobs,3500,3.3,Blue,Titanium
P0276,"Lenskart Blu Durable Computer Glasses","Work comfortably for hours with these computer glasses. Zero power, anti-glare lenses.",Computer Glasses,Lenskart Blu,3328,4.6,Silver,Acetate
P0277,"Aqualens Matte Monthly Disposables","Breathable lenses perfect for vision correction. Keeps eyes hydrated all day.",Contact Lenses,Aqualens,6229,3.3,Gunmetal,Titanium
P0278,"Lenskart Air Retro Zero Power Wayfarers","Work comfortably for hours with these zero power wayfarers. Zero power, anti-glare lenses.",Computer Glasses,Lenskart Air,7505,4.0,Transparent,Polycarbonate
P0279,"Lenskart Blu Stylish Computer Glasses","Perfect for gaming. These glasses feature shock resistance and a Stylish frame.",Computer Glasses,Lenskart Blu,7537,5.0,Silver,TR90
P0280,"Lenskart Blu Matte Blue Cut Aviators","Block harmful blue light with these Matte blue cut aviators. Reduces eye strain.",Computer Glasses,Lenskart Blu,3746,4.7,Silver,Polycarbonate
P0281,"Fastrack Classic Cat-Eye Frames","Experience all-day comfort with these Classic cat-eye frames. Made from lightweight Ultem.",Eyeglasses,Fastrack,8832,4.6,Grey,Ultem
P0282,"Vincent Chase Matte Round Sunglasses","Classic round sunglasses with a Matte finish. Perfect for sunny days and driving.",Sunglasses,Vincent Chase,7305,3.4,Grey,Titanium
P0283,"Lenskart Air Stylish Rectangular Glasses","Experience all-day comfort with these Stylish rectangular glasses. Made from lightweight Polycarbonate.",Eyeglasses,Lenskart Air,2786,4.7,Grey,Polycarbonate
P0284,"Oakley Matte Rectangular Shades","Make a statement with these Matte Oakley sunglasses. Ideal for fashion statements.",Sunglasses,Oakley,7635,4.2,Tortoise,Titanium
P0285,"CooperVision Retro Monthly Disposables","Retro contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,CooperVision,5018,3.8,Grey,Titanium
P0286,"Lenskart Air Stylish Rectangular Glasses","Stylish frames that fit perfectly. Great for reading.",Eyeglasses,Lenskart Air,9482,3.0,Gunmetal,TR90
P0287,"Vincent Chase Durable Rectangular Glasses","Minimalist rectangular glasses crafted from Titanium. Designed for screen work.",Eyeglasses,Vincent Chase,5026,3.8,Black,Titanium
P0288,"Oakley Modern Cat-Eye Sunglasses","Make a statement with these Modern Oakley sunglasses. Ideal for fashion statements.",Sunglasses,Oakley,1191,4.1,Gunmetal,Metal
P0289,"Bausch & Lomb Classic Colored Lenses","Breathable lenses perfect for daily wear. Keeps eyes hydrated all day.",Contact Lenses,Bausch & Lomb,6446,3.5,Transparent,TR90
P0290,"Oakley Lightweight Cat-Eye Sunglasses","Classic cat-eye sunglasses with a Lightweight finish. Perfect for sunny days and driving.",Sunglasses,Oakley,5268,3.3,Rose Gold,Stainless Steel
P0291,"Aqualens Modern Daily Disposables","Modern contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Aqualens,5141,3.6,Blue,Stainless Steel
P0292,"Lenskart Air Modern Zero Power Wayfarers","Block harmful blue light with these Modern zero power wayfarers. Reduces eye strain.",Computer Glasses,Lenskart Air,9279,3.6,Gunmetal,Polycarbonate
P0293,"Ray-Ban Trendy Cat-Eye Sunglasses","Trendy shades designed for outdoor sports. Comes with polarized lenses.",Sunglasses,Ray-Ban,9167,3.3,Gunmetal,Acetate
P0294,"Johnson & Johnson Lightweight Monthly Disposables","Breathable lenses perfect for occasional use. Keeps eyes hydrated all day.",Contact Lenses,Johnson & Johnson,9179,4.3,Gunmetal,Metal
P0295,"Vogue Stylish Wayfarers","Classic wayfarers with a Stylish finish. Perfect for sunny days and driving.",Sunglasses,Vogue,3108,4.2,Tortoise,Titanium
P0296,"Vincent Chase Classic Aviators","Protect your eyes in style with these Classic aviators. Features UV400 protection.",Sunglasses,Vincent Chase,9622,3.3,Grey,Ultem
P0297,"Vincent Chase Stylish Round Sunglasses","Make a statement with these Stylish Vincent Chase sunglasses. Ideal for driving.",Sunglasses,Vincent Chase,5828,4.9,Blue,Metal
P0298,"John Jacobs Classic Wayfarers","Protect your eyes in style with these Classic wayfarers. Features UV400 protection.",Sunglasses,John Jacobs,2427,4.4,Silver,Stainless Steel
P0299,"Lenskart Blu Durable Computer Glasses","Work comfortably for hours with these computer glasses. Zero power, anti-glare lenses.",Computer Glasses,Lenskart Blu,2044,3.8,Rose Gold,Stainless Steel
P0300,"CooperVision Lightweight Colored Lenses","Breathable lenses perfect for vision correction. Keeps eyes hydrated all day.",Contact Lenses,CooperVision,1885,3.4,Gold,Metal
